e_true,Sigma_true
0.0,0.0
0.0,0.0
-1.6259078662532151e-06,-9.14268700918817e-05
-3.2518157325064302e-06,-0.0001813907724300186
-3.2518157325064302e-06,-0.00018139077243001873
-8.129571054478964e-06,-0.000572040554148581
-1.3007326376451497e-05,-0.0009559741042285306
-1.3007326376451497e-05,-0.0009559741042290959
-0.0001284614273801003,-15.171643388629493
-0.00024391552838374907,-37.998854338393556
-0.00024391552838374907,-37.99885433839355
-0.0003284903773265531,-54.55119186798428
-0.0004130652262693571,-72.00466874315848
-0.0004130652262693571,-72.00466874315849
-0.00046674514759039126,-79.20703640100933
-0.0005204250689114254,-88.43450619534843
-0.0005204250689114254,-88.43450619534849
-0.0005334392511172933,-92.91549145154704
-0.0005464534333231611,-97.1955313021345
-0.0005464534333231611,-97.19553130213455
-0.0005513338389824146,-97.63804850273971
-0.0005562142446416679,-98.12059341993341
-0.0005562142446416679,-98.12059341993344
-0.0005871245867640827,-101.52499951165098
-0.0006180349288864975,-106.31224246917003
-0.0006180349288864975,-106.31224246917003
-0.00014482799807921095,-33.089591544569586
0.0003283789327280756,68.16602751354864
0.0003283789327280756,68.16602751354864
0.001067376531924836,230.81134436632834
0.0018063741311215966,369.52536785235
0.0018063741311215966,369.52536785235
0.005019249585769008,340.13215250004095
0.00823212504041642,348.7645665326614
0.00823212504041642,348.76456653266143
0.01211460728556255,345.0171590488072
0.01599708953070868,372.1965244234161
0.01599708953070868,372.1965244234161
0.018084061856450315,377.42465631783296
0.02017103418219195,390.4045073909938
0.02017103418219195,390.4045073909941
0.018901046358835168,155.07722867434748
0.017631058535478382,-50.32004283301609
0.017631058535478382,-50.320042833015805
0.015522725346673922,-178.64846534524327
0.013414392157869461,-236.76762594556772
0.013414392157869461,-236.76762594556772
0.01053452423156922,-287.74765848998356
0.00765465630526898,-314.1214532256849
0.00765465630526898,-314.1214532256849
0.0046071542145797876,-342.4052477985408
0.0015596521238905947,-360.36749612932306
0.0015596521238905947,-360.36749612932306
-0.00124200461442348,-378.07003323112934
-0.004043661352737555,-391.50854203233945
-0.004043661352737555,-391.50854203233945
-0.006504979197777771,-403.7681969099303
-0.008966297042817987,-414.8392495311947
-0.008966297042817987,-414.8392495311947
-0.011443088403201306,-426.0210004818681
-0.013919879763584624,-436.6806674538751
-0.013919879763584624,-436.6806674538752
-0.01622677279464694,-446.1098057782641
-0.018533665825709256,-454.3359384589927
-0.018533665825709256,-454.33593845899276
-0.01936748975557582,-458.33311007118726
-0.02020131368544238,-460.4205579118665
-0.02020131368544238,-460.4205579118643
-0.01949172920373041,-294.2269464626024
-0.018782144722018442,-180.248804824927
-0.018782144722018442,-180.2488048249279
-0.017504780822619213,33.36448629027291
-0.016227416923219985,150.6569165538931
-0.016227416923219985,150.65691655389298
-0.013985046280647112,259.1363251740745
-0.01174267563807424,301.6174329039335
-0.01174267563807424,301.61743290393343
-0.009012678666880089,343.80111697846456
-0.006282681695685938,363.1338439996764
-0.006282681695685938,363.1338439996764
-0.0033397406422887225,385.40919796564623
-0.00039679958889150737,399.1238732936378
-0.00039679958889150737,399.12387329363787
0.002524069763357496,413.37008919842253
0.005444939115606499,424.40276315514313
0.005444939115606499,424.4027631551432
0.008324728303378163,434.6483139124262
0.011204517491149825,443.92613769805297
0.011204517491149825,443.92613769805297
0.014051828904491845,452.9199722143001
0.016899140317833863,461.6998825620695
0.016899140317833863,461.69988256206943
0.01833586786859137,465.8714996128174
0.019772595419348876,470.4631523425852
0.019772595419348876,470.4631523425851
0.018826415675627484,238.16328522265758
0.017880235931906095,73.97832495724288
0.017880235931906095,73.97832495724288
0.016327049693973687,-133.25479128635288
0.014773863456041281,-224.8466583750269
0.014773863456041281,-224.84665837502683
0.012422928066299646,-307.9977237158509
0.010071992676558013,-340.09230624334356
0.010071992676558013,-340.0923062433435
0.0073200460559467665,-374.8741689371447
0.004568099435335519,-391.7281559668108
0.004568099435335519,-391.72815596681073
0.0017732546549593677,-409.79668268100437
-0.0010215901254167837,-420.90432595874535
-0.0010215901254167837,-420.90432595874535
-0.0039008929487968002,-433.1640626339118
-0.006780195772176817,-442.0273515385578
-0.006780195772176817,-442.0273515385578
-0.009481929087315372,-451.71165846390744
-0.012183662402453926,-459.79839415949283
-0.012183662402453926,-459.79839415949283
-0.014632067750281155,-467.9319084948397
-0.017080473098108385,-475.07577255170804
-0.017080473098108385,-475.07577255170804
-0.018634257097216875,-479.9711262215485
-0.020188041096325365,-484.51962660804185
-0.020188041096325365,-484.51962660804566
-0.019442019737767106,-314.82791079224626
-0.018695998379208847,-185.72113096494468
-0.018695998379208847,-185.7211309649465
-0.017359262855382123,33.017140163955446
-0.0160225273315554,164.471303403172
-0.0160225273315554,164.471303403172
-0.013931957227889286,272.23247592931307
-0.011841387124223174,317.5286473225318
-0.011841387124223174,317.5286473225318
-0.009104576182728566,361.490533976457
-0.00636776524123396,382.0110674678581
-0.00636776524123396,382.011067467858
-0.003652362729846612,402.4827850401908
-0.0009369602184592647,415.07174540080536
-0.0009369602184592647,415.0717454008053
0.002270159950345832,428.8560195735946
0.005477280119150928,439.76076724819126
0.005477280119150928,439.7607672481913
0.008424496865870023,449.0236867798504
0.011371713612589119,458.0917987444029
0.011371713612589119,458.0917987444029
0.01431764096318099,466.1272686834119
0.01726356831377286,474.8155750688986
0.01726356831377286,474.8155750688987
0.018643997745856303,478.03936816998777
0.020024427177939747,482.4629611989318
0.020024427177939747,482.4629611989319
0.01891080543816588,256.1614461035074
0.017797183698392015,65.57646480417793
0.017797183698392015,65.57646480417725
0.016173366736621404,-137.44906132166125
0.014549549774850797,-234.4208609519692
0.014549549774850797,-234.42086095196933
0.0122013056747199,-316.53231781105717
0.009853061574589005,-348.1487991485076
0.009853061574589005,-348.14879914850763
0.007215435965980294,-382.7710219851419
0.004577810357371584,-399.28858214143844
0.004577810357371584,-399.2885821414385
0.0017715998052724976,-417.766781227572
-0.0010346107468265885,-428.53682451600343
-0.0010346107468265885,-428.5368245160035
-0.0038517494913565733,-440.59918285896003
-0.006668888235886558,-449.52618857239736
-0.006668888235886558,-449.52618857239736
-0.009470714862492732,-458.9037024771662
-0.012272541489098903,-467.21481392691425
-0.012272541489098903,-467.21481392691425
-0.01492796559156789,-475.3814647556591
-0.017583389694036874,-482.486275694753
-0.017583389694036874,-482.4862756947529
-0.018910601953955844,-486.9690122150271
-0.020237814213874817,-490.7311815202081
-0.020237814213874817,-490.73118152020834
-0.019475189310565175,-332.3902889554395
-0.018712564407255536,-190.97768458735936
-0.018712564407255536,-190.97768458735845
-0.01733615569782287,30.08381014628594
-0.015959746988390207,166.43382032006502
-0.015959746988390207,166.43382032006525
-0.013844630915578634,277.3858889579478
-0.01172951484276706,323.2970798423079
-0.01172951484276706,323.2970798423079
-0.00912064205818155,366.34389906615985
-0.0065117692735960405,386.65335904979815
-0.0065117692735960405,386.65335904979815
-0.0035535138581375054,408.64550671501644
-0.0005952584426789702,421.9064363517657
-0.0005952584426789702,421.9064363517657
0.002381177369262804,434.6175837793597
0.005357613181204578,444.50531114123635
0.005357613181204578,444.50531114123635
0.008449854732018758,454.4015811166959
0.011542096282832936,463.27022270296624
0.011542096282832936,463.27022270296624
0.014364476974565098,471.51624254703484
0.01718685766629726,478.71082642330487
0.01718685766629726,478.71082642330487
0.018745865824410884,483.4176828519076
0.020304873982524507,487.53443109793017
0.020304873982524507,487.53443109792715
0.019577835356460054,312.9628148359625
0.0188507967303956,24.394441869175353
0.0188507967303956,24.394441869175807
0.01730712200876187,-98.72091468614826
0.01576344728712814,-244.09551509697621
0.01576344728712814,-244.09551509697616
0.01360294465294111,-299.5184444459934
0.011442442018754079,-350.61388978700285
0.011442442018754079,-350.6138897870028
0.008733063476697727,-377.7665316468589
0.006023684934641375,-401.6363518715955
0.006023684934641375,-401.6363518715955
0.0033564156166060455,-416.4957915007245
0.0006891462985707157,-429.30734895345694
0.0006891462985707157,-429.307348953457
-0.0021427346747433813,-440.45295559925256
-0.004974615648057478,-449.9378905921843
-0.004974615648057478,-449.9378905921844
-0.007720749954406294,-459.3417769051105
-0.010466884260755111,-467.1567240601905
-0.010466884260755111,-467.15672406019047
-0.013395075525053292,-476.18451989573015
-0.016323266789351473,-484.9902441182062
-0.016323266789351473,-484.99024411820614
-0.018121287925683557,-489.6815720275478
-0.01991930906201564,-494.74327930280873
-0.01991930906201564,-494.7432793028129
-0.01936895127392255,-356.1058167487063
-0.01881859348582946,-116.42588053374493
-0.01881859348582946,-116.4258805337422
-0.017579193521380224,0.8217826797035741
-0.016339793556930982,173.16704166777436
-0.016339793556930982,173.1670416677742
-0.014232103811629298,265.5037596667326
-0.012124414066327614,329.6301914060575
-0.012124414066327614,329.6301914060576
-0.00947031187648761,365.85436645173604
-0.006816209686647605,391.49937286873086
-0.006816209686647605,391.4993728687308
-0.004014935586024339,410.11210396660726
-0.0012136614854010726,423.97185169113106
-0.0012136614854010726,423.97185169113106
0.0017646100600043854,436.2897588831904
0.004742881605409843,446.01795235487003
0.004742881605409843,446.0179523548701
0.007689039805469206,455.9613632115997
0.01063519800552857,463.7953709746489
0.01063519800552857,463.7953709746489
0.013613674273774246,473.05282402426354
0.016592150542019922,481.095933987734
0.016592150542019922,481.09593398773404
0.018250913404498893,485.7493442400623
0.019909676266977865,490.1101391378517
0.019909676266977865,490.1101391378561
0.01888217920007532,235.80574276125662
0.017854682133172775,77.59066457543304
0.017854682133172775,77.59066457543304
0.01631587485293184,-134.2232081324164
0.014777067572690905,-226.47084869635546
0.014777067572690905,-226.47084869635506
0.012580638049576338,-314.1884009811927
0.010384208526461769,-347.05537233828966
0.010384208526461769,-347.0553723382897
0.0077576928083338634,-384.4732011855863
0.005131177090205959,-402.27199006400485
0.005131177090205959,-402.27199006400485
0.0023216432620690236,-421.79150857760106
-0.0004878905660679114,-433.3249915372413
-0.0004878905660679114,-433.3249915372413
-0.0032233332724654496,-445.1203228152341
-0.005958775978862988,-454.0118126208921
-0.005958775978862988,-454.0118126208921
-0.008837565099763446,-463.58098544102467
-0.011716354220663906,-472.4902525255335
-0.011716354220663906,-472.4902525255335
-0.014378567073492561,-480.4506317634341
-0.017040779926321217,-488.1502835550554
-0.017040779926321217,-488.1502835550554
-0.018645933694976233,-492.63396587064517
-0.02025108746363125,-496.73739164815055
-0.02025108746363125,-496.73739164815197
-0.01941225288196856,-303.91509657329334
-0.018573418300305868,-168.9158070223075
-0.018573418300305868,-168.91580702230567
-0.01721371944105314,55.00949524965927
-0.015854020581800413,173.06725655792889
-0.015854020581800413,173.06725655792866
-0.013740772566648483,286.4948132123558
-0.011627524551496552,326.460946582935
-0.011627524551496552,326.4609465829349
-0.008994372323796,373.8336632364588
-0.006361220096095446,391.7109376041149
-0.006361220096095446,391.7109376041149
-0.0035091508184396775,414.7253860684611
-0.000657081540783909,425.58034407849397
-0.000657081540783909,425.58034407849397
0.00226939840378001,439.7083106475092
0.0051958783483439285,449.2478337586216
0.0051958783483439285,449.24783375862165
0.008450950181772398,459.9373097510876
0.011706022015200867,469.5664814955755
0.011706022015200867,469.56648149557543
0.01439369646598744,477.01858690255466
0.017081370916774016,484.5223145637384
0.017081370916774016,484.5223145637384
0.018592739240395735,488.1424909598922
0.02010410756401745,492.25615558148405
0.02010410756401745,492.25615558148274
0.018973006276472828,244.46595653307213
0.017841904988928205,57.77228211824695
0.017841904988928205,57.772282118245585
0.01622457011529134,-143.03054678936815
0.014607235241654472,-234.21582624622852
0.014607235241654472,-234.21582624622846
0.012375024154037795,-321.54099430401584
0.010142813066421116,-349.9851635208744
0.010142813066421116,-349.98516352087444
0.007567434137154999,-388.09026103459104
0.004992055207888882,-404.1899287532734
0.004992055207888882,-404.18992875327336
0.002320398998093641,-423.3666783404529
-0.0003512572117015994,-434.0756461129994
-0.0003512572117015994,-434.07564611299944
-0.00319263732923138,-446.6508186035665
-0.00603401744676116,-455.6344276449855
-0.00603401744676116,-455.6344276449855
-0.008838995670841114,-465.3815254780182
-0.011643973894921068,-473.4213540548002
-0.011643973894921068,-473.4213540548002
-0.014390340841781677,-482.13121151579145
-0.017136707788642284,-489.89613819211263
-0.017136707788642284,-489.8961381921127
-0.01848654472345895,-493.77257681668743
-0.019836381658275615,-497.49274573348765
-0.019836381658275615,-497.49274573348885
-0.01921318197803539,-327.5942514725202
-0.01858998229779517,-174.07759745370777
-0.01858998229779517,-174.07759745370686
-0.0171774024589374,36.47873202283563
-0.01576482262007963,181.05031528593963
-0.01576482262007963,181.05031528593963
-0.013612289661205059,284.2050504037849
-0.011459756702330487,333.16657823084364
-0.011459756702330487,333.16657823084364
-0.008894125857650849,373.0918766711435
-0.006328495012971212,394.5467579022281
-0.006328495012971212,394.54675790222814
-0.0034228332919828963,415.41026846277987
-0.0005171715709945808,428.87774124780213
-0.0005171715709945808,428.87774124780213
0.0024800542740781736,441.518604874961
0.005477280119150928,451.2137816474757
0.005477280119150928,451.2137816474757
0.008434141896589871,461.1108574540491
0.011391003674028812,469.00454270405373
0.011391003674028812,469.0045427040537
0.014264957098623722,477.89887287178436
0.017138910523218632,485.408698633102
0.017138910523218632,485.40869863310195
0.01865656578775306,489.62059547912537
0.02017422105228749,493.5731208312448
0.02017422105228749,493.57312083124634
0.019139012436555178,252.1792542507883
0.01810380382082287,82.4293853069521
0.01810380382082287,82.42938530695119
0.01651572664836848,-129.56694848931966
0.01492764947591409,-227.55590182311153
0.01492764947591409,-227.55590182311164
0.012725115894404624,-314.1992313973526
0.010522582312895157,-347.60887617387505
0.010522582312895157,-347.60887617387505
0.007943332171677865,-385.2489533144142
0.005364082030460574,-403.1561478242039
0.005364082030460574,-403.15614782420397
0.0026121222022402386,-423.0222051622215
-0.00013983762598009724,-434.41167037946985
-0.00013983762598009724,-434.41167037946985
-0.002964261662873302,-447.02260479733053
-0.005788685699766507,-456.1447207596566
-0.005788685699766507,-456.14472075965665
-0.00859297392489629,-466.0131077280176
-0.011397262150026073,-474.309026903229
-0.011397262150026073,-474.30902690322904
-0.014176022804381995,-482.7501292345364
-0.016954783458737917,-490.55860067531944
-0.016954783458737917,-490.55860067531944
-0.01821815675628053,-494.1633858147408
-0.019481530053823144,-498.2783170481234
-0.019481530053823144,-498.2783170481248
-0.01885689551629106,-323.9885990858015
-0.018232260978758977,-167.50821725790456
-0.018232260978758977,-167.50821725790422
-0.01691761306772644,17.130693959793575
-0.015602965156693908,169.78801481483504
-0.015602965156693908,169.78801481483526
-0.01346722389324588,277.13622315393786
-0.011331482629797851,330.6326977551423
-0.011331482629797851,330.6326977551424
-0.008759635993657268,371.70530710887004
-0.006187789357516685,394.23793757505075
-0.006187789357516685,394.2379375750508
-0.003305307046604119,415.3713044840092
-0.00042282473569155333,428.6721335884225
-0.00042282473569155333,428.6721335884226
0.002567651658312786,441.6870701713818
0.005558128052317125,451.6365550789117
0.005558128052317125,451.6365550789117
0.008526002885014629,461.46050259080414
0.01149387771771213,470.13838189579855
0.01149387771771213,470.1383818957985
0.014444239888028735,478.7187585948451
0.017394602058345338,486.81321187375136
0.017394602058345338,486.8132118737513
0.01826787270200757,489.1400189338332
0.019141143345669805,491.8038322674015
0.019141143345669805,491.8038322674256
0.018572972348070337,333.41918827797053
0.01800480135047087,11.003789116468397
0.01800480135047087,11.003789116466578
0.016450207011250936,-81.48352369165514
0.014895612672031005,-259.54012105858146
0.014895612672031005,-259.54012105858124
0.012947155969268188,-291.6098614391317
0.010998699266505374,-347.8444587726158
0.010998699266505374,-347.8444587726158
0.008252542697296807,-377.6337681039871
0.00550638612808824,-403.98008434813454
0.00550638612808824,-403.98008434813454
0.0027483153245837603,-420.69341504815964
-9.755478920718918e-06,-434.7854829113117
-9.755478920718918e-06,-434.7854829113117
-0.0028011095534996137,-445.8799138795838
-0.005592463628078509,-455.9699184408896
-0.005592463628078509,-455.9699184408896
-0.00840277701213454,-465.19023687323636
-0.011213090396190572,-474.1099278265016
-0.011213090396190572,-474.1099278265016
-0.01400291184423644,-482.33026061256913
-0.016792733292282307,-490.5217276374169
-0.016792733292282307,-490.5217276374169
-0.018465501874148735,-495.22433020510795
-0.020138270456015163,-499.8913381776327
-0.020138270456015163,-499.8913381776365
-0.01936081356094561,-297.8148325030379
-0.018583356665876058,-183.7072878418512
-0.018583356665876058,-183.70728784185576
-0.017283116397914508,44.445353291538595
-0.015982876129952958,162.17435694911364
-0.015982876129952958,162.17435694911376
-0.013854550400478184,283.2963550188632
-0.01172622467100341,326.782838182795
-0.01172622467100341,326.782838182795
-0.009073176307802496,374.7049936197988
-0.006420127944601582,393.3653406747528
-0.006420127944601582,393.3653406747528
-0.0035809078542744363,416.9995509214454
-0.0007416877639472905,428.93750912566935
-0.0007416877639472905,428.93750912566935
0.0022432698218447632,442.78829693128307
0.005228227407636817,452.2522504184872
0.005228227407636817,452.2522504184872
0.008240488709062459,462.4525398178665
0.0112527500104881,471.23392249955884
0.0112527500104881,471.23392249955884
0.01411431152455487,479.5746510221739
0.01697587303862164,487.0385864625323
0.01697587303862164,487.03858646253235
0.018326409763865473,491.07366027350855
0.01967694648910931,494.53845620407907
0.01967694648910931,494.5384562040799
0.01885364890126697,284.77270081495953
0.01803035131342463,68.41306718356827
0.01803035131342463,68.41306718356793
0.016491814746744184,-101.44925567162102
0.01495327818006374,-228.13641390382645
0.01495327818006374,-228.1364139038265
0.012776542024378338,-304.62892937853655
0.010599805868692934,-350.31814728683815
0.010599805868692934,-350.31814728683815
0.008001350057975271,-382.70928451260653
0.00540289424725761,-404.9025694946377
0.00540289424725761,-404.90256949463765
0.002733964170702126,-422.5035234182722
6.503409414664167e-05,-434.81629958265813
6.503409414664167e-05,-434.81629958265813
-0.0027604447306357575,-447.280862792625
-0.005585923555418157,-456.86162652969296
-0.005585923555418157,-456.861626529693
-0.008448836586436562,-466.6610251847903
-0.011311749617454967,-475.56911876164685
-0.011311749617454967,-475.56911876164685
-0.01411176880775766,-483.9502012312491
-0.01691178799806035,-491.33327921024454
-0.01691178799806035,-491.33327921024454
-0.018566505448743997,-496.67297981830325
-0.02022122289942764,-500.810628787214
-0.02022122289942764,-500.8106287872142
-0.01937413173316896,-291.38040708144035
-0.018527040566910277,-166.88579540761202
-0.018527040566910277,-166.8857954076093
-0.017254958348431788,53.874007769250056
-0.015982876129953298,162.88906560708529
-0.015982876129953298,162.88906560708483
-0.01389238874521712,283.59734169550256
-0.01180190136048094,326.1540181869452
-0.01180190136048094,326.15401818694517
-0.009148652747547824,375.3215048935881
-0.006495404134614708,394.05407082733313
-0.006495404134614708,394.05407082733313
-0.0036494620251625335,417.7644156240951
-0.0008035199157103589,429.24201976854937
-0.0008035199157103589,429.24201976854937
0.0021330935507521864,443.62280061508966
0.005069707017214732,452.85966314823236
0.005069707017214732,452.85966314823236
0.008223925345814355,463.5667071730857
0.011378143674413976,472.68179082536403
0.011378143674413976,472.68179082536403
0.01413864199612381,480.671822934509
0.016899140317833645,487.9143466462999
0.016899140317833645,487.9143466462999
0.018052042404058753,491.34390923660004
0.01920494449028386,494.79732112437193
0.01920494449028386,494.7973211243807
0.018646390416832484,313.2006923391018
0.018087836343381104,-49.730360448156716
0.018087836343381104,-49.730360448156716
0.016624661699670383,-71.65280925250954
0.015161487055959658,-263.47230710469194
0.015161487055959658,-263.47230710469194
0.013030238944569906,-290.3345593716451
0.010898990833180154,-363.67861463690315
0.010898990833180154,-363.6786146369032
0.008309397572653879,-377.8605457350618
0.0057198043121276035,-409.9649750555376
0.0057198043121276035,-409.96497505553765
0.0031134790586929166,-420.34916534149744
0.00050715380525823,-436.08645200351776
0.00050715380525823,-436.0864520035177
-0.0023824482761767613,-446.5990078024005
-0.005272050357611753,-457.667033900236
-0.005272050357611753,-457.66703390023605
-0.008040369840533508,-466.35768386670975
-0.010808689323455262,-475.2544254506709
-0.010808689323455262,-475.2544254506709
-0.01365027097946805,-483.4503795923543
-0.016491852635480836,-491.8539047532297
-0.016491852635480836,-491.8539047532297
-0.017864022467119926,-495.41963560661566
-0.019236192298759013,-500.50011750540835
-0.019236192298759013,-500.5001175054058
-0.019047274793802003,-442.2129315395432
-0.018858357288844992,-354.97471119108377
-0.018858357288844992,-354.97471119108013
-0.017589159378728028,11.864786097750766
-0.016319961468611064,87.65415298672815
-0.016319961468611064,87.65415298672724
-0.014322587886969811,271.6264802663418
-0.012325214305328559,298.1264161188469
-0.012325214305328559,298.1264161188468
-0.009747542024879326,369.79051905087954
-0.007169869744430091,383.7316445925543
-0.007169869744430091,383.7316445925543
-0.004359465346051419,414.71485076363695
-0.001549060947672747,425.0225828185613
-0.001549060947672747,425.0225828185613
0.0014059248414431448,441.64100015052657
0.004360910630559036,450.15535757021155
0.004360910630559036,450.1553575702115
0.007272784875894554,461.217496375927
0.010184659121230072,469.22826306226506
0.010184659121230072,469.2282630622651
0.013167673343093173,478.32959040662513
0.016150687564956277,486.9034392724916
0.016150687564956277,486.90343927249165
0.01801424312093882,491.7163770446366
0.01987779867692136,497.37256740140606
0.01987779867692136,497.37256740140583
0.01889658500794922,247.18096293874623
0.017915371338977082,78.55149437655382
0.017915371338977082,78.55149437655336
0.016384667315749214,-122.29698567457945
0.014853963292521345,-222.3989325704497
0.014853963292521345,-222.39893257044977
0.012578856570051915,-313.6666985092912
0.010303749847582483,-349.87645786200756
0.010303749847582483,-349.87645786200744
0.007778927874610802,-387.9901619557204
0.00525410590163912,-404.9156593266072
0.00525410590163912,-404.9156593266073
0.002498589936891047,-425.89817940221445
-0.00025692602785702695,-437.1729343514845
-0.00025692602785702695,-437.1729343514845
-0.003076775140626819,-450.32103104907486
-0.0058966242533966115,-459.6180111133819
-0.0058966242533966115,-459.61801111338195
-0.008638720558855058,-469.2010700825333
-0.011380816864313506,-477.31839636532663
-0.011380816864313506,-477.3183963653266
-0.014190952597166281,-485.96006263922476
-0.017001088330019058,-493.9072851498785
-0.017001088330019058,-493.90728514987853
-0.018372299729847316,-497.8273396966926
-0.019743511129675574,-501.89882435399375
-0.019743511129675574,-501.8988243539934
-0.019150182853427032,-340.35387666453244
-0.018556854577178487,-148.88571929438694
-0.018556854577178487,-148.8857192943865
-0.017288038790941374,5.4565077285406005
-0.01601922300470426,164.31618465330985
-0.01601922300470426,164.3161846533098
-0.01392372401722134,271.59143971823073
-0.01182822502973842,329.3494433633772
-0.01182822502973842,329.3494433633772
-0.009222368767608444,371.78242707704857
-0.006616512505478466,395.8561477976317
-0.006616512505478466,395.85614779763176
-0.003753952870232264,417.15384071346045
-0.0008913932349860617,430.9269083826677
-0.0008913932349860617,430.9269083826677
0.0020778329803527768,444.05440511002337
0.005047059195691615,454.21450804374336
0.005047059195691615,454.21450804374336
0.008029311671180414,464.164128984037
0.011011564146669211,473.22819210862633
0.011011564146669211,473.2281921086264
0.013838636453826974,480.85087233699
0.01666570876098474,488.80558695070374
0.01666570876098474,488.8055869507036
0.018102771246884735,493.1021830813115
0.01953983373278473,496.74361884518214
